commune;insee;total_personne_entrante;total_personne_partante;Balance;;km_parcourut_entrant;km_parcourut_partant;Balance_des_km_parcourut;total_emissionCO2_km_entrant;CO2_km;emissionCO2_km_sortant;emissionCO2_km_balance_km_total;total_des_revenus_medians_des_communes_entrantes;total_des_revenus_medians_des_communes_entrantes;balance_des_revenus_medians;km_moyen_par_les_partants;km_moyen_par_les_entrants;Balance_deskm_parEnt_Sor;emissionCO2_km_total_km_partant;emissionCO2_km_total_km_entrant;emissionCO2_km_balance;Minute_emi_par_km;total_min_emi;total_min_immi;total_balance_min;taux_emploi;emplois;habitants;menages;pers_par_menages;unite_conso_menages;revenu_median;Nombre_actifs_2015;inter_voiture;extra_voiture;extra_sansvoiture;avec voiture ;sansvoiture;Inter_voiture_ternary;extra_voiture_ternary;sansvoiture_ternary;2015_extra_csp1;2015_extra_csp2;2015_extra_csp3;cadre_extra_ternary;inter_extra_ternary;ouvrier_extra_ternary;2015_inter_csp1;2015_inter_csp2;2015_inter_csp3;cadre_intra_ternary;inter_intra_ternary;ouvrier_intra_ternary;INTRA_CADRE;OUVRIER_INTRA
LA CALMETTE;30061;0;359;-359;;0;13;-13;0;;1755;-1755;0;19105;19105;27.61538462;0;-27.61538462;3728.076923;0;-3728.076923;#DIV/0!;8.5;0;8.5;40.88504089;233;2079;903;2129;1451;19105;850;156;534;161;81.08108108;18.91891892;18.33137485;62.74970623;18.91891892;80;190;320;13.55932203;32.20338983;54.23728814;2129;111;110;90.59574468;4.723404255;4.680851064;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LANGLADE;30138;0;360;-360;;0;14;-14;0;;1890;-1890;0;24576;24576;25.71428571;0;-25.71428571;3471.428571;0;-3471.428571;#DIV/0!;13.5;0;13.5;40;153;2145;871;2155;1461;24576;858;121;595;142;83.44988345;16.55011655;14.1025641;69.34731935;16.55011655;227;245;200;33.7797619;36.45833333;29.76190476;2155;78;41;94.76693052;3.430079156;1.802990325;CADRE_EN_MASSE;FAUX
SAINT-PAUL-SUR-SAVE;31507;0;362;-362;;0;43;-43;0;;5805;-5805;0;41862;41862;8.418604651;0;-8.418604651;1136.511628;0;-1136.511628;#DIV/0!;19;0;19;48.40244731;36;1471;619;1514;1000;20931;712;47;614;52;92.70687237;7.29312763;6.591865358;86.11500701;7.29312763;127;221;297;19.68992248;34.26356589;46.04651163;1514;42;19;96.12698413;2.666666667;1.206349206;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CORNEILLA-DEL-VERCOL;66059;0;363;-363;;0;10;-10;0;;1350;-1350;0;19332;19332;36.3;0;-36.3;4900.5;0;-4900.5;#DIV/0!;7.5;0;7.5;40.50228311;69;2190;896;2183;1462;19332;887;119;693;74;91.64785553;8.35214447;13.43115124;78.21670429;8.35214447;95;200;421;13.26815642;27.93296089;58.79888268;2183;65;85;93.57051007;2.786112302;3.643377625;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LA LOUBIERE;12131;0;365;-365;;0;22;-22;0;;2970;-2970;0;47522;47522;16.59090909;0;-16.59090909;2239.772727;0;-2239.772727;#DIV/0!;9;0;9;45.76271186;209;1475;565;1518;991;23761;675;40;550;85;87.40740741;12.59259259;5.925925926;81.48148148;12.59259259;105;185;275;18.5840708;32.74336283;48.67256637;1518;75;30;93.53049908;4.621072089;1.848428835;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MAUREILHAN;34155;0;365;-365;;0;15;-15;0;;2025;-2025;0;19143;19143;24.33333333;0;-24.33333333;3285;0;-3285;#DIV/0!;9.5;0;9.5;40.59405941;152;2020;871;2122;1423;19143;820;120;620;80;90.24390244;9.756097561;14.63414634;75.6097561;9.756097561;140;180;345;21.05263158;27.06766917;51.87969925;2122;85;60;93.60388178;3.74944861;2.646669607;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VILLEFRANCHE-DE-LAURAGAIS;31582;167;534;-367;;45;44;1;6075;;5940;135;42203;20845;-21358;12.13636364;3.711111111;-8.425252525;1638.409091;501;-1137.409091;3.502994012;13;11.75;1.25;42.34002802;792;4282;1878;4390;2970;20845;1813;379;961;472;73.95143488;26.04856512;20.91611479;53.03532009;26.04856512;293;271;591;25.36796537;23.46320346;51.16883117;4390;155;399;88.79449838;3.135113269;8.07038835;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-MARCEL-SUR-AUDE;11353;0;367;-367;;0;18;-18;0;;2430;-2430;0;18343;18343;20.38888889;0;-20.38888889;2752.5;0;-2752.5;#DIV/0!;13.5;0;13.5;37.24247227;123;1893;739;1836;1217;18343;705;90;515;100;85.81560284;14.18439716;12.76595745;73.04964539;14.18439716;90;165;300;16.21621622;29.72972973;54.05405405;1836;60;70;93.38758901;3.051881994;3.560528993;CADRE_EN_MASSE;OUVRIER_EN_MASSE
PUYGOUZON;81218;161;530;-369;;7;6;1;945;;810;135;19553;24310;4757;88.33333333;23;-65.33333333;11925;3105;-8820;0.188405797;4.333333333;5;-0.666666667;42.85230352;402;2952;1229;2998;2031;24310;1265;214;927;124;90.19762846;9.802371542;16.91699605;73.28063241;9.802371542;264;364;361;26.69362993;36.80485339;36.50151668;2998;112;108;93.16345556;3.480422623;3.356121815;CADRE_EN_MASSE;OUVRIER_EN_MASSE
GARIDECH;31212;0;369;-369;;0;28;-28;0;;3780;-3780;0;24169;24169;13.17857143;0;-13.17857143;1779.107143;0;-1779.107143;#DIV/0!;13.5;0;13.5;51.65026057;204;1727;610;1737;1098;24169;892;74;714;104;88.34080717;11.65919283;8.295964126;80.04484305;11.65919283;164;343;268;21.16129032;44.25806452;34.58064516;1737;30;60;95.07389163;1.642036125;3.28407225;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LAVERUNE;34134;149;519;-370;;9;8;2;1215;;1080;270;17316;21383;4067;64.875;16.55555556;-48.31944444;8758.125;2235;-6523.125;0.362416107;6;6.333333333;-0.333333333;44.83002833;368;2824;1273;3080;2082;21383;1266;212;775;279;77.96208531;22.03791469;16.74565561;61.2164297;22.03791469;180;363;408;18.92744479;38.170347;42.9022082;3080;140;105;92.63157895;4.210526316;3.157894737;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LARRA;31592;0;372;-372;;0;55;-55;0;;7425;-7425;0;47860;47860;6.763636364;0;-6.763636364;913.0909091;0;-913.0909091;#DIV/0!;23;0;23;46.26690182;84;1701;612;1763;1114;23930;787;39;657;92;88.3248731;11.6751269;4.949238579;83.37563452;11.6751269;179;227;283;25.9796807;32.94629898;41.07402032;1763;14;69;95.50379198;0.758396533;3.737811484;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-LAURENT-DES-ARBRES;30278;0;375;-375;;0;41;-41;0;;5535;-5535;0;42920;42920;9.146341463;0;-9.146341463;1234.756098;0;-1234.756098;#DIV/0!;19.33333333;0;19.33333333;42.59455638;226;2829;1059;2872;1836;21460;1205;150;440;615;48.9626556;51.0373444;12.44813278;36.51452282;51.0373444;195;405;395;19.59798995;40.70351759;39.69849246;2872;85;65;95.03639974;2.812706817;2.150893448;CADRE_EN_MASSE;OUVRIER_EN_MASSE
FLAVIN;12102;0;375;-375;;0;29;-29;0;;3915;-3915;0;42596;42596;12.93103448;0;-12.93103448;1745.689655;0;-1745.689655;#DIV/0!;12.33333333;0;12.33333333;47.44367418;120;2308;936;2344;1555;21298;1095;115;835;145;86.75799087;13.24200913;10.50228311;76.25570776;13.24200913;110;325;415;12.94117647;38.23529412;48.82352941;2344;130;85;91.59828058;5.080109418;3.321610004;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-LOUP-CAMMAS;31497;0;376;-376;;0;18;-18;0;;2430;-2430;0;24686;24686;20.88888889;0;-20.88888889;2820;0;-2820;#DIV/0!;14;0;14;52.68703899;78;1898;775;2167;1391;24686;1000;108;767;125;87.5;12.5;10.8;76.7;12.5;173;328;343;20.49763033;38.86255924;40.63981043;2167;78;43;94.71153846;3.409090909;1.879370629;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MAGALAS;34147;0;376;-376;;0;18;-18;0;;2430;-2430;0;18883;18883;20.88888889;0;-20.88888889;2820;0;-2820;#DIV/0!;11;0;11;39.94581577;259;3322;1265;3270;2134;18883;1327;285;831;210;84.16289593;15.83710407;21.49321267;62.66968326;15.83710407;105;330;450;11.86440678;37.28813559;50.84745763;3270;165;210;89.71193416;4.526748971;5.761316872;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BOISSET-ET-GAUJAC;30042;0;380;-380;;0;19;-19;0;;2565;-2565;0;37150;37150;20;0;-20;2700;0;-2700;#DIV/0!;10.33333333;0;10.33333333;34.69387755;185;2499;991;2495;1648;18575;867;150;666;50;94.22632794;5.773672055;17.32101617;76.90531178;5.773672055;95;261;342;13.61031519;37.39255014;48.99713467;2495;70;79;94.36459909;2.647503782;2.987897126;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CUNAC;81074;0;380;-380;;0;11;-11;0;;1485;-1485;0;22120;22120;34.54545455;0;-34.54545455;4663.636364;0;-4663.636364;#DIV/0!;9.5;0;9.5;45.11568123;107;1556;615;1577;1042;22120;702;46;605;52;92.60312945;7.396870555;6.543385491;86.05974395;7.396870555;85;220;321;13.57827476;35.14376997;51.27795527;1577;35;37;95.6337174;2.122498484;2.243784112;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LEVIGNAC;31297;0;383;-383;;0;69;-69;0;;9315;-9315;0;72000;72000;5.550724638;0;-5.550724638;749.3478261;0;-749.3478261;#DIV/0!;19.25;0;19.25;49.13967611;97;1976;816;2105;1374;24000;971;115;766;91;90.63786008;9.362139918;11.83127572;78.80658436;9.362139918;303;273;251;36.63845224;33.01088271;30.35066505;2105;58;49;95.16274864;2.622061483;2.215189873;CADRE_EN_MASSE;FAUX
SALLELES-D'AUDE;11369;0;384;-384;;0;18;-18;0;;2430;-2430;0;18010;18010;21.33333333;0;-21.33333333;2880;0;-2880;#DIV/0!;15;0;15;37.4115983;176;2828;1127;2761;1835;18010;1058;202;664;192;81.85255198;18.14744802;19.0926276;62.75992439;18.14744802;60;245;401;8.498583569;34.70254958;56.79886686;2761;150;155;90.05218526;4.892367906;5.055446836;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTROZIER;12157;0;385;-385;;0;34;-34;0;;4590;-4590;0;43336;43336;11.32352941;0;-11.32352941;1528.676471;0;-1528.676471;#DIV/0!;12.33333333;0;12.33333333;45.00648508;127;1542;639;1616;1062;21668;694;51;582;60;91.34199134;8.658008658;7.359307359;83.98268398;8.658008658;121;197;275;20.40472175;33.22091062;46.37436762;1616;55;15;95.84816133;3.262158956;0.889679715;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BRENS;81038;0;388;-388;;0;37;-37;0;;4995;-4995;0;41650;41650;10.48648649;0;-10.48648649;1415.675676;0;-1415.675676;#DIV/0!;12.33333333;0;12.33333333;40.64716312;296;2256;900;2312;1513;20825;917;124;704;89;90.29443839;9.705561614;13.52235551;76.77208288;9.705561614;150;289;304;20.1884253;38.89636608;40.91520861;2312;65;85;93.90739236;2.640129976;3.45247766;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ILLE-SUR-TET;66088;0;389;-389;;0;28;-28;0;;3780;-3780;0;16528;16528;13.89285714;0;-13.89285714;1875.535714;0;-1875.535714;#DIV/0!;13.5;0;13.5;33.99069767;589;5375;2433;5316;3707;16528;1827;534;905;388;78.76299945;21.23700055;29.22824302;49.53475643;21.23700055;108;273;615;10.84337349;27.40963855;61.74698795;5316;205;504;88.23236515;3.402489627;8.365145228;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LAUZERVILLE;31284;0;389;-389;;0;24;-24;0;;3240;-3240;0;29839;29839;16.20833333;0;-16.20833333;2188.125;0;-2188.125;#DIV/0!;16;0;16;50.52700922;24;1518;506;1578;981;29839;767;34;640;92;87.98955614;12.01044386;4.438642298;83.55091384;12.01044386;408;205;88;58.20256776;29.24393723;12.55349501;1578;20;25;97.22735675;1.23228589;1.540357363;CADRE_EN_MASSE;FAUX
SAINT-FELIU-D'AVALL;66174;0;389;-389;;0;16;-16;0;;2160;-2160;0;18611;18611;24.3125;0;-24.3125;3282.1875;0;-3282.1875;#DIV/0!;9.5;0;9.5;40.33421952;178;2633;1117;2731;1828;18611;1062;157;782;123;88.4180791;11.5819209;14.7834275;73.6346516;11.5819209;127;225;483;15.20958084;26.94610778;57.84431138;2731;63;119;93.75214555;2.162718847;4.085135599;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LALOUBERE;65251;0;389;-389;;4;5;-1;540;;675;-135;17098;21734;4636;77.8;0;-77.8;10503;0;-10503;#DIV/0!;3.333333333;3.333333333;0;42.38169527;246;1923;778;1871;1265;21734;815;75;615;125;84.66257669;15.33742331;9.202453988;75.4601227;15.33742331;120;185;385;17.39130435;26.8115942;55.79710145;1871;50;45;95.16785351;2.543234995;2.288911495;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CAISSARGUES;30060;339;729;-390;;10;9;1;1350;;1215;135;16626;21868;5242;81;33.9;-47.1;10935;4576.5;-6358.5;0.216322517;7.333333333;6.333333333;1;39.1337386;723;3948;1754;4248;2866;21868;1545;230;929;386;75.01618123;24.98381877;14.88673139;60.12944984;24.98381877;330;375;494;27.52293578;31.27606339;41.20100083;4248;105;149;94.35806308;2.332296757;3.30964016;CADRE_EN_MASSE;OUVRIER_EN_MASSE
REALVILLE;82149;0;390;-390;;0;51;-51;0;;6885;-6885;0;37124;37124;7.647058824;0;-7.647058824;1032.352941;0;-1032.352941;#DIV/0!;12.66666667;0;12.66666667;39.48065713;151;1887;773;1862;1249;18562;745;120;575;50;93.2885906;6.711409396;16.10738255;77.18120805;6.711409396;50;185;355;8.474576271;31.3559322;60.16949153;1862;45;100;92.7752865;2.242152466;4.982561036;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MOUSSAN;11258;0;391;-391;;0;14;-14;0;;1890;-1890;0;19142;19142;27.92857143;0;-27.92857143;3770.357143;0;-3770.357143;#DIV/0!;10;0;10;38.24809576;49;1838;754;1878;1247;19142;703;124;483;97;86.22159091;13.77840909;17.61363636;68.60795455;13.77840909;96;183;236;18.6407767;35.53398058;45.82524272;1878;71;60;93.47934296;3.534096565;2.986560478;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ROQUECOURBE;81227;0;393;-393;;0;11;-11;0;;1485;-1485;0;18749;18749;35.72727273;0;-35.72727273;4823.181818;0;-4823.181818;#DIV/0!;8;0;8;38.96961691;113;2271;1004;2250;1563;18749;885;107;707;71;91.97740113;8.02259887;12.09039548;79.88700565;8.02259887;60;156;498;8.403361345;21.8487395;69.74789916;2250;40;100;94.14225941;1.673640167;4.184100418;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTEILS;30177;0;395;-395;;0;41;-41;0;;5535;-5535;0;60250;60250;9.634146341;0;-9.634146341;1300.609756;0;-1300.609756;#DIV/0!;9.2;0;9.2;45.21604938;23;648;258;676;442;19966;293;40;208;45;84.64163823;15.35836177;13.65187713;70.98976109;15.35836177;40;95;90;17.77777778;42.22222222;40;676;40;15;92.47606019;5.471956224;2.051983584;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SERIGNAN;34299;425;821;-396;;23;19;5;3105;;2565;675;52937;38244;-14693;43.21052632;18.47826087;-24.73226545;5833.421053;2494.565217;-3338.855835;0.392352941;7.25;8;-0.75;31.79355575;601;7014;3235;7125;4994;19122;2230;540;1242;448;79.9103139;20.0896861;24.21524664;55.69506726;20.0896861;271;437;687;19.4265233;31.32616487;49.24731183;7125;225;434;91.53391572;2.890544707;5.575539568;CADRE_EN_MASSE;OUVRIER_EN_MASSE
AIMARGUES;30006;253;649;-396;;88;82;6;11880;;11070;810;51449;57474;6025;7.914634146;2.875;-5.039634146;1068.47561;388.125;-680.3506098;6.469565217;18.6;19.6;-1;40.657277;582;5325;2107;5395;3527;19158;2165;496;1354;315;85.45034642;14.54965358;22.90993072;62.5404157;14.54965358;227;432;805;15.50546448;29.50819672;54.9863388;5395;201;399;89.99165972;3.352793995;6.655546289;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAUBENS;31533;0;396;-396;;0;22;-22;0;;2970;-2970;0;25026;25026;18;0;-18;2430;0;-2430;#DIV/0!;13;0;13;45.93212459;42;2151;781;2211;1401;25026;988;78;787;122;87.63931104;12.36068896;7.902735562;79.73657548;12.36068896;211;357;280;24.88207547;42.0990566;33.01886792;2211;45;59;95.5075594;1.943844492;2.548596112;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LESPIGNAN;34135;0;396;-396;;0;14;-14;0;;1890;-1890;0;18908;18908;28.28571429;0;-28.28571429;3818.571429;0;-3818.571429;#DIV/0!;11;0;11;36.58536585;101;3157;1410;3233;2225;18908;1155;145;810;200;82.68398268;17.31601732;12.55411255;70.12987013;17.31601732;110;290;525;11.89189189;31.35135135;56.75675676;3233;65;80;95.70751924;1.924215512;2.368265246;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SALSES-LE-CHATEAU;66190;0;397;-397;;0;19;-19;0;;2565;-2565;0;17362;17362;20.89473684;0;-20.89473684;2820.789474;0;-2820.789474;#DIV/0!;11;0;11;34.01420959;160;3378;1300;3077;2072;17362;1149;167;800;182;84.16013925;15.83986075;14.53437772;69.62576153;15.83986075;104;221;546;11.94029851;25.37313433;62.68656716;3077;80;166;92.59705086;2.407463136;4.995486007;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SEMEAC;65417;435;835;-400;;8;5;3;1080;;675;405;36385;20785;-15600;167;54.375;-112.625;22545;7340.625;-15204.375;0.079693487;4.333333333;6;-1.666666667;38.72579638;718;4803;2248;4943;3465;20785;1860;240;1230;390;79.03225806;20.96774194;12.90322581;66.12903226;20.96774194;185;515;775;12.54237288;34.91525424;52.54237288;4943;115;155;94.82064071;2.206023403;2.973335891;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CINTEGABELLE;31145;0;402;-402;;0;54;-54;0;;7290;-7290;0;39786;39786;7.444444444;0;-7.444444444;1005;0;-1005;#DIV/0!;20;0;20;39.71830986;176;2840;1154;2830;1892;19893;1128;200;686;242;78.54609929;21.45390071;17.73049645;60.81560284;21.45390071;169;251;432;19.83568075;29.4600939;50.70422535;2830;107;121;92.5441465;3.499018967;3.956834532;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VIVIERS-LES-MONTAGNES;81325;0;402;-402;;0;15;-15;0;;2025;-2025;0;20617;20617;26.8;0;-26.8;3618;0;-3618;#DIV/0!;8;0;8;47.06798132;66;1927;788;2032;1339;20617;907;120;727;60;93.38478501;6.615214994;13.23042999;80.15435502;6.615214994;95;255;385;12.92517007;34.69387755;52.38095238;2032;55;95;93.12557287;2.520623281;4.35380385;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ODOS;65331;155;559;-404;;5;7;-1;675;;945;-135;17098;23515;6417;79.85714286;31;-48.85714286;10780.71429;4185;-6595.714286;0.150537634;4.666666667;4.333333333;0.333333333;40.63373719;303;3219;1367;3332;2257;23515;1308;163;982;164;87.47135218;12.52864782;12.45225363;75.01909855;12.52864782;295;378;449;26.29233512;33.68983957;40.01782531;3332;72;68;95.96774194;2.073732719;1.958525346;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LES MATELLES;34153;0;404;-404;;0;16;-16;0;;2160;-2160;0;24091;24091;25.25;0;-25.25;3408.75;0;-3408.75;#DIV/0!;12;0;12;40.9252669;114;1967;759;1995;1302;24091;805;64;617;123;84.70149254;15.29850746;7.960199005;76.74129353;15.29850746;223;249;208;32.79411765;36.61764706;30.58823529;1995;50;45;95.45454545;2.392344498;2.153110048;CADRE_EN_MASSE;FAUX
FREJAIROLLES;81097;0;405;-405;;0;10;-10;0;;1350;-1350;0;21971;21971;40.5;0;-40.5;5467.5;0;-5467.5;#DIV/0!;7.5;0;7.5;50.57034221;70;1315;507;1368;892;21971;665;65;535;65;90.22556391;9.77443609;9.77443609;80.45112782;9.77443609;110;220;245;19.13043478;38.26086957;42.60869565;1368;40;35;94.8024948;2.772002772;2.425502426;CADRE_EN_MASSE;OUVRIER_EN_MASSE
JUILLAN;65235;237;645;-408;;7;24;-17;945;;3240;-2295;17098;44034;26936;26.875;33.85714286;6.982142857;3628.125;4570.714286;942.5892857;0.251054852;8.5;4.666666667;3.833333333;38.791423;512;4104;1710;4185;2819;22017;1592;318;996;277;82.58956631;17.41043369;19.98742929;62.60213702;17.41043369;180;415;573;15.4109589;35.53082192;49.05821918;4185;147;154;93.29023629;3.276861346;3.432902363;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VENERQUE;31572;0;408;-408;;0;29;-29;0;;3915;-3915;0;24628;24628;14.06896552;0;-14.06896552;1899.310345;0;-1899.310345;#DIV/0!;16;0;16;39.71105037;201;2561;1026;2599;1721;24628;1017;131;750;136;86.6273353;13.3726647;12.88102262;73.74631268;13.3726647;356;281;175;43.84236453;34.60591133;21.55172414;2599;110;70;93.52284995;3.958258366;2.518891688;CADRE_EN_MASSE;FAUX
BOUJAN-SUR-LIBRON;34037;326;735;-409;;6;6;0;810;;810;0;15318;20252;4934;122.5;54.33333333;-68.16666667;16537.5;7335;-9202.5;0.079754601;4.333333333;4.333333333;0;38.58809453;459;3343;1413;3184;2202;20252;1290;173;994;124;90.3950426;9.604957397;13.40046476;76.99457785;9.604957397;253;361;461;23.53488372;33.58139535;42.88372093;3184;110;70;94.64922711;3.269916766;2.080856124;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LA TOUR-DU-CRIEU;9312;0;411;-411;;0;9;-9;0;;1215;-1215;0;20084;20084;45.66666667;0;-45.66666667;6165;0;-6165;#DIV/0!;6.5;0;6.5;38.32627809;128;3071;1220;3066;2028;20084;1177;162;929;86;92.69328802;7.30671198;13.76380629;78.92948173;7.30671198;159;278;551;16.09311741;28.13765182;55.76923077;3066;71;90;95.01084599;2.200185931;2.788968082;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-ANDRE;66168;0;417;-417;;0;29;-29;0;;3915;-3915;0;38476;38476;14.37931034;0;-14.37931034;1941.206897;0;-1941.206897;#DIV/0!;11;0;11;31.42943487;189;3309;1577;3435;2417;19238;1040;160;775;105;89.90384615;10.09615385;15.38461538;74.51923077;10.09615385;110;280;425;13.49693252;34.35582822;52.14723926;3435;75;105;95.02074689;2.074688797;2.904564315;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MURVIEL-LES-MONTPELLIER;34179;0;419;-419;;0;18;-18;0;;2430;-2430;0;22587;22587;23.27777778;0;-23.27777778;3142.5;0;-3142.5;#DIV/0!;13;0;13;43.08176101;58;1908;696;1876;1208;22587;822;101;580;141;82.84671533;17.15328467;12.28710462;70.55961071;17.15328467;196;256;190;30.52959502;39.87538941;29.59501558;1876;80;50;93.51944167;3.988035892;2.492522433;CADRE_EN_MASSE;FAUX
SAINT-GENIES-BELLEVUE;31484;0;420;-420;;0;17;-17;0;;2295;-2295;0;26203;26203;24.70588235;0;-24.70588235;3335.294118;0;-3335.294118;#DIV/0!;12.5;0;12.5;48.77614597;82;2247;950;2424;1607;26203;1096;96;846;154;85.94890511;14.05109489;8.759124088;77.18978102;14.05109489;304;396;275;31.17948718;40.61538462;28.20512821;2424;30;62;96.34340223;1.192368839;2.464228935;CADRE_EN_MASSE;FAUX
SAINT-HIPPOLYTE;66176;0;421;-421;;0;22;-22;0;;2970;-2970;0;18399;18399;19.13636364;0;-19.13636364;2583.409091;0;-2583.409091;#DIV/0!;14;0;14;40.98189415;114;2872;1179;2953;1954;18399;1177;131;923;123;89.54970263;10.45029737;11.1299915;78.41971113;10.45029737;154;323;488;15.95854922;33.47150259;50.56994819;2953;89;81;94.55651617;2.849823887;2.593659942;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BAIXAS;66014;0;424;-424;;0;11;-11;0;;1485;-1485;0;17512;17512;38.54545455;0;-38.54545455;5203.636364;0;-5203.636364;#DIV/0!;10.5;0;10.5;41.66666667;121;2568;1099;2555;1748;17512;1070;171;743;156;85.42056075;14.57943925;15.98130841;69.43925234;14.57943925;90;265;460;11.04294479;32.51533742;56.44171779;2555;120;100;92.07207207;4.324324324;3.603603604;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VERNET;31574;0;425;-425;;0;27;-27;0;;3645;-3645;0;22512;22512;15.74074074;0;-15.74074074;2125;0;-2125;#DIV/0!;13;0;13;47.8125;145;2560;1036;2645;1737;22512;1224;143;889;192;84.31372549;15.68627451;11.68300654;72.63071895;15.68627451;190;337;494;18.60920666;33.00685602;48.38393732;2645;92;70;94.22871393;3.277520485;2.493765586;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-MARTIN-DE-VALGALGUES;30284;146;573;-427;;7;6;1;945;;810;135;15894;17353;1459;95.5;20.85714286;-74.64285714;12892.5;2815.714286;-10076.78571;0.223744292;4.666666667;4.333333333;0.333333333;30.26589595;324;4325;1862;4275;2936;17353;1309;246;911;152;88.38808251;11.61191749;18.79297173;69.59511077;11.61191749;152;328;535;14.97536946;32.31527094;52.70935961;4275;108;146;94.39169795;2.384632369;3.223669684;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-JEAN-PLA-DE-CORTS;66178;0;427;-427;;0;44;-44;0;;5940;-5940;0;58230;58230;9.704545455;0;-9.704545455;1310.113636;0;-1310.113636;#DIV/0!;14.25;0;14.25;39.50795948;133;2073;915;2158;1474;19410;819;135;577;108;86.82926829;13.17073171;16.46341463;70.36585366;13.17073171;109;159;350;17.63754045;25.72815534;56.63430421;2158;72;107;92.34060762;3.080872914;4.578519469;CADRE_EN_MASSE;OUVRIER_EN_MASSE
OSSUN;65344;0;427;-427;;13;28;-16;1755;;3780;-2160;17098;41074;23976;15.25;0;-15.25;2058.75;0;-2058.75;#DIV/0!;11.25;7;4.25;45.22785899;131;2326;941;2277;1536;20537;1052;155;709;187;82.2074215;17.7925785;14.74785918;67.45956232;17.7925785;166;255;402;20.17010936;30.98420413;48.84568651;2277;104;101;91.74053183;4.190169218;4.069298952;CADRE_EN_MASSE;OUVRIER_EN_MASSE
AYGUESVIVES;31004;0;428;-428;;0;34;-34;0;;4590;-4590;0;25316;25316;12.58823529;0;-12.58823529;1699.411765;0;-1699.411765;#DIV/0!;16.5;0;16.5;49.64539007;146;2538;953;2677;1698;25316;1260;147;956;157;87.53968254;12.46031746;11.66666667;75.87301587;12.46031746;309;369;369;29.51289398;35.24355301;35.24355301;2677;45;109;94.56022607;1.589544331;3.850229601;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MIREVAL;34159;0;428;-428;;0;16;-16;0;;2160;-2160;0;21258;21258;26.75;0;-26.75;3611.25;0;-3611.25;#DIV/0!;13.5;0;13.5;41.0962963;208;3375;1324;3307;2208;21258;1387;127;1061;199;85.65248738;14.34751262;9.156452776;76.49603461;14.34751262;254;385;519;21.9343696;33.24697755;44.81865285;3307;55;131;94.67506441;1.574577727;3.750357859;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTFERRIER-SUR-LEZ;34169;295;724;-429;;9;10;-1;1215;;1350;-135;17316;30714;13398;72.4;32.77777778;-39.62222222;9774;4425;-5349;0.193220339;6.333333333;6.666666667;-0.333333333;43.06342016;403;3532;1540;3727;2536;30714;1521;226;1040;255;83.234714;16.765286;14.85864563;68.37606838;16.765286;610;317;249;51.8707483;26.95578231;21.17346939;3727;106;126;94.13993433;2.677443799;3.182621874;CADRE_EN_MASSE;FAUX
